OfferID,MerchantID
33513,362
33514,362
33515,362
33516,362
33517,362
33518,362
33712,362
33713,362
33714,362
33715,362
33716,362
33863,362
33864,362
33865,362
33866,362
33867,362
34009,362
34010,362
34011,362
34012,362
34013,362
34157,362
34158,362
34159,362
34160,362
34161,362
34162,362
34163,362
34336,362
34337,362
34338,362
34339,362
34450,362
34451,362
34452,362
34453,362
34454,362
34593,362
34594,362
34595,362
34596,362
34597,362
34718,362
34719,362
34720,362
34721,362
34722,362
34828,362
34829,362
34950,362
34951,362
34952,362
34953,362
35118,362
35119,362
35120,362
35121,362
35122,362
35341,362
35342,362
35343,362
35344,362
35345,362
35544,362
35545,362
35546,362
35547,362
35548,362
35980,362
35981,362
35982,362
35983,362
35984,362
35985,362
36170,362
36171,362
36172,362
36173,362
36174,362
14563,363
14564,363
14644,363
14647,363
14648,363
14649,363
14650,363
14651,363
14652,363
14653,363
15373,363
18945,363
20912,363
20913,363
20914,363
27431,363
27432,363
29971,363
29972,363
29973,363
29974,363
32889,363
14518,364
14519,364
14520,364
14521,364
14522,364
14523,364
14524,364
14525,364
14526,364
14527,364
14528,364
14529,364
14530,364
14531,364
14532,364
14533,364
14534,364
14535,364
14536,364
15457,364
15458,364
15459,364
15460,364
15461,364
18675,364
19140,364
19141,364
19142,364
19143,364
19144,364
19145,364
20000,364
20001,364
20002,364
20003,364
20004,364
20005,364
20192,364
20193,364
20194,364
20195,364
20196,364
20197,364
20198,364
20199,364
20200,364
20201,364
20202,364
20203,364
20388,364
20389,364
20390,364
20391,364
20666,364
20667,364
20926,364
21061,364
21062,364
21063,364
21250,364
21824,364
21825,364
22606,364
22607,364
22608,364
22998,364
23177,364
24560,364
24561,364
24659,364
24887,364
24888,364
24889,364
24890,364
24891,364
25046,364
25047,364
25048,364
25049,364
26699,364
26942,364
26943,364
26944,364
27443,364
29148,364
29149,364
30819,364
30820,364
30821,364
31112,364
31113,364
31114,364
31115,364
31653,364
31654,364
31791,364
31792,364
31793,364
32008,364
32258,364
32570,364
32571,364
32572,364
32573,364
32574,364
32575,364
32916,364
33196,364
33677,364
33678,364
33851,364
34319,364
34563,364
35315,364
35586,364
12182,365
12183,365
12184,365
12185,365
12186,365
12187,365
12188,365
12189,365
12190,365
12191,365
12192,365
14234,365
14235,365
14660,365
14741,365
14769,365
14959,365
14960,365
14961,365
15080,365
15081,365
15082,365
15083,365
15084,365
15282,365
15283,365
15284,365
15285,365
15286,365
15287,365
15555,365
16304,365
16305,365
17241,365
17332,365
17727,365
18044,365
18440,365
18794,365
18795,365
18886,365
19717,365
19718,365
19719,365
19720,365
19721,365
19722,365
19972,365
19973,365
20156,365
20157,365
20329,365
20515,365
20777,365
20778,365
20779,365
20884,365
21201,365
21202,365
21780,365
21781,365
21782,365
21783,365
21999,365
22721,365
22722,365
22723,365
22724,365
22725,365
22726,365
22727,365
23140,365
24275,365
24407,365
24524,365
24525,365
24526,365
24654,365
24735,365
25008,365
25009,365
25010,365
25011,365
25012,365
25239,365
26679,365
26895,365
26896,365
26897,365
26898,365
26899,365
27201,365
27202,365
27376,365
27377,365
27378,365
28409,365
28794,365
28795,365
28796,365
29110,365
29111,365
29112,365
29113,365
29462,365
30105,365
30106,365
30107,365
30299,365
30300,365
30486,365
30688,365
30689,365
30990,365
30991,365
31230,365
31231,365
31360,365
31563,365
31907,365
32402,365
32533,365
32860,365
32861,365
33019,365
33020,365
33021,365
33022,365
33100,365
33331,365
33562,365
33563,365
33806,365
33902,365
34050,365
34241,365
34242,365
34375,365
34500,365
34501,365
34502,365
34503,365
34647,365
34648,365
34649,365
34650,365
34651,365
34652,365
34653,365
34654,365
34655,365
34656,365
34657,365
34887,365
34888,365
35005,365
35006,365
35497,365
36065,365
16158,366
16159,366
16160,366
16161,366
16162,366
16163,366
16164,366
16165,366
16166,366
16167,366
16169,366
16170,366
16171,366
16172,366
16648,366
16649,366
16650,366
16651,366
16652,366
16653,366
16654,366
16655,366
16656,366
16972,366
18043,366
18548,366
18549,366
18550,366
18551,366
18552,366
18553,366
18554,366
18555,366
18556,366
18557,366
18558,366
18559,366
18623,366
18639,366
18657,366
18669,366
18670,366
18804,366
19000,366
20050,366
20987,366
21408,366
21409,366
22508,366
22509,366
22510,366
22511,366
23222,366
23223,366
25199,366
25200,366
25424,366
27061,366
27559,366
28901,366
29418,366
30388,366
30389,366
30390,366
30391,366
30392,366
30393,366
30394,366
30395,366
30396,366
30397,366
30398,366
30399,366
30400,366
30401,366
30402,366
30403,366
30404,366
30405,366
30406,366
30870,366
32017,366
32018,366
32019,366
32020,366
32106,366
32107,366
32108,366
32109,366
32110,366
32376,366
32377,366
32378,366
32379,366
32380,366
32578,366
32754,366
33406,366
33407,366
33408,366
33409,366
33410,366
34000,366
34001,366
34002,366
34003,366
34004,366
34436,366
34437,366
34438,366
34439,366
34440,366
34441,366
34442,366
34443,366
34444,366
34572,366
34573,366
34574,366
34575,366
34576,366
35323,366
35324,366
35325,366
35326,366
12288,367
12331,367
12645,367
12861,367
12862,367
13548,367
14155,367
14156,367
14157,367
14444,367
14696,367
14697,367
14776,367
14777,367
15291,367
15292,367
15293,367
15294,367
15539,367
15762,367
15795,367
15796,367
15797,367
15880,367
15995,367
16032,367
16151,367
16152,367
16153,367
16307,367
16356,367
16357,367
16390,367
16391,367
16434,367
16563,367
16646,367
16712,367
16760,367
16813,367
17172,367
17253,367
17254,367
17294,367
17405,367
17461,367
17542,367
17608,367
17626,367
17627,367
17628,367
17629,367
17630,367
17631,367
17632,367
17722,367
17723,367
17724,367
17725,367
17726,367
17790,367
17791,367
17867,367
17868,367
17869,367
17870,367
17871,367
17984,367
17985,367
17986,367
18049,367
18088,367
18089,367
18090,367
18136,367
18186,367
18244,367
18303,367
18397,367
18398,367
18429,367
18637,367
18638,367
18708,367
18728,367
18729,367
18730,367
18731,367
18732,367
18798,367
18799,367
18878,367
18958,367
18959,367
18960,367
19178,367
19179,367
19180,367
19181,367
19182,367
19352,367
19353,367
19431,367
19432,367
19433,367
19540,367
19541,367
19542,367
19543,367
19745,367
19746,367
19747,367
19748,367
19830,367
20022,367
20023,367
20024,367
20227,367
20407,367
20561,367
20562,367
20672,367
20809,367
20810,367
20966,367
20967,367
20968,367
20969,367
21303,367
21304,367
21305,367
21306,367
21307,367
21308,367
21309,367
21310,367
21311,367
21312,367
21313,367
21314,367
21315,367
21316,367
21317,367
21318,367
21319,367
21320,367
21321,367
21322,367
21323,367
21688,367
21858,367
21859,367
21860,367
21861,367
21862,367
21863,367
21864,367
21865,367
21866,367
21867,367
22059,367
22060,367
22410,367
22411,367
22412,367
22413,367
22414,367
22415,367
22416,367
22417,367
22418,367
22419,367
22420,367
22615,367
22795,367
22796,367
22797,367
23017,367
23018,367
23187,367
23188,367
23189,367
23190,367
23191,367
24128,367
24314,367
24315,367
24316,367
24317,367
24318,367
24319,367
24424,367
24577,367
24578,367
24579,367
24580,367
24581,367
24686,367
24765,367
24766,367
24767,367
24768,367
24769,367
24770,367
24771,367
24772,367
24773,367
24774,367
24775,367
24776,367
24896,367
24897,367
24898,367
24899,367
25069,367
25070,367
25071,367
25072,367
25073,367
25279,367
25280,367
25281,367
25282,367
25283,367
25284,367
25398,367
26709,367
26710,367
26711,367
26972,367
26973,367
26974,367
26975,367
27239,367
27240,367
27241,367
27486,367
27487,367
27488,367
27489,367
27490,367
27491,367
27492,367
27493,367
27494,367
27495,367
27496,367
28452,367
28453,367
28569,367
28627,367
28861,367
28862,367
28863,367
28864,367
28865,367
28866,367
29015,367
29016,367
29173,367
29174,367
29175,367
29176,367
29177,367
29178,367
29179,367
29180,367
29289,367
29290,367
29378,367
29379,367
29467,367
29468,367
29995,367
29996,367
29997,367
30160,367
30161,367
30348,367
30535,367
30536,367
30537,367
30538,367
30539,367
30773,367
30774,367
30775,367
31087,367
31088,367
31267,367
31268,367
31269,367
31438,367
31439,367
31440,367
31441,367
31779,367
31780,367
31781,367
31782,367
31783,367
31784,367
31785,367
31786,367
31832,367
31943,367
31944,367
31945,367
32244,367
32245,367
32372,367
32559,367
32560,367
32561,367
32562,367
32563,367
32564,367
32565,367
32566,367
32737,367
32738,367
32739,367
32740,367
32903,367
32904,367
32905,367
32906,367
32907,367
33042,367
33171,367
33172,367
33173,367
33388,367
33389,367
33390,367
33391,367
33501,367
33502,367
33652,367
33653,367
33654,367
33655,367
33846,367
33929,367
33930,367
33931,367
33932,367
33933,367
33934,367
33935,367
33936,367
33988,367
34111,367
34203,367
34204,367
34416,367
34552,367
34553,367
34554,367
34624,367
34909,367
34910,367
34911,367
35062,367
35063,367
35278,367
35279,367
35280,367
35513,367
35514,367
35515,367
35577,367
35578,367
35796,367
35797,367
35798,367
35799,367
35800,367
36127,367
14041,368
14061,368
14062,368
14063,368
14104,368
14105,368
14106,368
14107,368
14108,368
14333,368
14445,368
14446,368
14447,368
14448,368
14449,368
14450,368
14451,368
14452,368
14453,368
14963,368
14964,368
15013,368
15014,368
15015,368
15016,368
15017,368
15018,368
15019,368
15300,368
15301,368
15304,368
15305,368
15306,368
15307,368
15314,368
15322,368
15433,368
15434,368
15435,368
15436,368
15437,368
15438,368
15439,368
15440,368
15441,368
15442,368
15443,368
15488,368
15492,368
15798,368
15996,368
16033,368
16124,368
16129,368
16130,368
16131,368
16132,368
16133,368
16146,368
