"","CustomerID","OfferID","value","interest","CategoryID","CategoryName","CategoriesCSV"
"142",13,15284,"4","NO",90600,"Nutrition",NA
"143",13,15284,"4","NO",100000,"Home and Living",NA
"144",13,15284,"4","NO",100100,"Furniture and Decor",NA
"145",13,15284,"4","NO",100200,"Housekeeping",NA
"146",13,15284,"4","NO",100300,"Pet Supplies",NA
"147",13,15284,"4","NO",100400,"Kitchenware",NA
"148",13,15284,"4","NO",110000,"Kids and Toddlers",NA
"149",13,15284,"4","NO",110100,"Kids Fashion",NA
"150",13,15284,"4","NO",110200,"School Stuff",NA
"151",13,15284,"4","NO",110300,"Baby Care",NA
"152",13,15284,"4","NO",110400,"Maternity",NA
"153",13,15284,"4","NO",110500,"Baby Gears",NA
"154",13,15284,"4","NO",130000,"Software and IT",NA
"155",13,15284,"4","NO",130100,"Computer Softwares",NA
"156",13,15284,"4","NO",140000,"Stationary",NA
"157",13,15284,"4","NO",140100,"Office Supplies",NA
"158",13,15599,"6","NO",50000,"Food and Beverages",NA
"159",13,15599,"6","NO",50200,"Restaurants",NA
"160",14,15679,"8","NO",80000,"Grocery",NA
"161",14,15831,"8","NO",110100,"Kids Fashion","NULL"
"162",14,15836,"8","NO",90100,"Spas Saloons and Parlors",NA
"163",14,15836,"8","NO",90200,"Body Care",NA
"164",14,15851,"2","NO",50100,"Fast Food",NA
"165",14,15851,"2","NO",50200,"Restaurants",NA
"166",14,15851,"2","NO",120000,"Online Recharge",NA
"167",14,15851,"2","NO",120100,"Mobile Recharge",NA
"168",14,15851,"2","NO",120200,"Data Card Recharge",NA
"169",14,15851,"2","NO",120300,"DTH Recharge",NA
"170",14,15852,"14","NO",50100,"Fast Food",NA
"171",14,15852,"14","NO",50200,"Restaurants",NA
"172",14,15852,"14","NO",120000,"Online Recharge",NA
"173",14,15852,"14","NO",120100,"Mobile Recharge",NA
"174",14,15852,"14","NO",120200,"Data Card Recharge",NA
"175",14,15852,"14","NO",120300,"DTH Recharge",NA
"176",14,16008,"4","NO",10600,"Eyewear","NULL"
"177",14,16066,"4","NO",10200,"Womens Apparels","NULL"
"178",151,16078,"4","NO",10700,"Footwear","NULL"
"179",151,16079,"4","NO",10700,"Footwear","NULL"
"180",163,16146,"10","NO",10000,"Fashion","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"181",163,16146,"10","NO",10100,"Mens Apparels","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"182",163,16146,"10","NO",10200,"Womens Apparels","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"183",163,16146,"10","NO",10300,"Watches","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"184",163,16146,"10","NO",10400,"Ethnic Wear","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"185",163,16146,"10","NO",10500,"Lingerie","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"186",163,16146,"10","NO",10600,"Eyewear","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"187",163,16146,"10","NO",10700,"Footwear","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"188",163,16146,"10","NO",10800,"Handbags and Wallets","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"189",163,16146,"10","NO",10900,"Jewellery","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"190",163,16146,"10","NO",11000,"Fashion Accessories","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"191",163,16146,"10","NO",30000,"Car and Bike Accessories","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"192",163,16146,"10","NO",40000,"Electronics and Gadgets","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"193",163,16146,"10","NO",40100,"Cameras","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"194",163,16146,"10","NO",40200,"Gaming Consoles","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"195",163,16146,"10","NO",40300,"Computers and Laptops","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"196",163,16146,"10","NO",40400,"Computer Accessories","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"197",163,16146,"10","NO",40500,"Mobiles and Tablets","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"198",163,16146,"10","NO",40600,"Mobile Accessories","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"199",163,16146,"10","NO",40700,"Personal Care Appliances","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
