"","CustomerID","OfferID","value","interest","CategoryID","CategoryName","CategoriesCSV"
"200",163,16146,"10","NO",40800,"Home Appliances","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"201",163,16146,"10","NO",60000,"Entertainment","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"202",163,16146,"10","NO",60100,"Sports","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"203",163,16146,"10","NO",60700,"Board Games and Toys","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"204",163,16146,"10","NO",90000,"Health and Beauty","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"205",163,16146,"10","NO",90200,"Body Care","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"206",163,16146,"10","NO",90300,"Mens Grooming","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"207",163,16146,"10","NO",90400,"Makeup Products","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"208",163,16146,"10","NO",90500,"Fitness","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"209",163,16146,"10","NO",90600,"Nutrition","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"210",163,16146,"10","NO",100000,"Home and Living","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"211",163,16146,"10","NO",100100,"Furniture and Decor","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"212",163,16146,"10","NO",100200,"Housekeeping","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"213",163,16146,"10","NO",100300,"Pet Supplies","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"214",163,16146,"10","NO",100400,"Kitchenware","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"215",163,16146,"10","NO",110000,"Kids and Toddlers","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"216",163,16146,"10","NO",110100,"Kids Fashion","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"217",163,16146,"10","NO",110200,"School Stuff","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"218",163,16146,"10","NO",110300,"Baby Care","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"219",163,16146,"10","NO",110400,"Maternity","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"220",163,16146,"10","NO",110500,"Baby Gears","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"221",163,16146,"10","NO",120000,"Online Recharge","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"222",163,16146,"10","NO",120100,"Mobile Recharge","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"223",163,16146,"10","NO",120200,"Data Card Recharge","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"224",163,16146,"10","NO",120300,"DTH Recharge","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"225",163,16146,"10","NO",140000,"Stationary","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"226",163,16146,"10","NO",140100,"Office Supplies","Fashion,Mens Apparels,Womens Apparels,Watches,Ethnic Wear,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Car and Bike Accessories,Electronics and Gadgets,Cameras,Gaming Consoles,Computers and Laptops,Computer Accessories,Mobiles and Tablets,Mobile Accessories,Personal Care Appliances,Home Appliances,Entertainment,Sports,Board Games and Toys,Health and Beauty,Body Care,Mens Grooming,Makeup Products,Fitness,Nutrition,Home and Living,Furniture and Decor,Housekeeping,Pet Supplies,Kitchenware,Kids and Toddlers,Kids Fashion,School Stuff,Baby Care,Maternity,Baby Gears,Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge,Stationary,Office Supplies"
"227",22,18146,"6","NO",100100,"Furniture and Decor",NA
"228",22,18151,"42","NO",10000,"Fashion","NULL"
"229",22,18151,"42","NO",10200,"Womens Apparels","NULL"
"230",22,18152,"8","NO",10000,"Fashion",NA
"231",22,18152,"8","NO",10200,"Womens Apparels",NA
"232",22,18481,"4","NO",50000,"Food and Beverages",NA
"233",22,18481,"4","NO",50100,"Fast Food",NA
"234",22,18481,"4","NO",50200,"Restaurants",NA
"235",22,19019,"10","NO",120000,"Online Recharge",NA
"236",22,19019,"10","NO",120100,"Mobile Recharge",NA
"237",22,19029,"4","NO",40000,"Electronics and Gadgets","NULL"
"238",22,19029,"4","NO",100100,"Furniture and Decor","NULL"
"239",22,19145,"4","NO",50000,"Food and Beverages",NA
"240",22,19145,"4","NO",50100,"Fast Food",NA
"241",22,19145,"4","NO",50200,"Restaurants",NA
"242",22,19222,"4","NO",90000,"Health and Beauty",NA
"243",22,19222,"4","NO",90600,"Nutrition",NA
"244",22,19306,"12","NO",100000,"Home and Living","Home and Living,Housekeeping"
"245",22,19306,"12","NO",100200,"Housekeeping","Home and Living,Housekeeping"
"246",22,19371,"4","NO",40800,"Home Appliances","NULL"
"247",22,19413,"4","YES",60700,"Board Games and Toys",NA
"248",22,19413,"4","YES",110100,"Kids Fashion",NA
"249",22,19413,"4","YES",110200,"School Stuff",NA
"250",22,19413,"4","YES",110300,"Baby Care",NA
"251",22,19413,"4","YES",110400,"Maternity",NA
"252",22,19413,"4","YES",110500,"Baby Gears",NA
"253",22,19436,"4","NO",10600,"Eyewear",NA
"254",22,19475,"4","NO",50100,"Fast Food",NA
"255",22,19475,"4","NO",50200,"Restaurants",NA
"256",22,19496,"4","NO",10700,"Footwear",NA
"257",22,19522,"4","YES",50000,"Food and Beverages",NA
"258",22,19522,"4","YES",50100,"Fast Food",NA
"259",22,19522,"4","YES",50200,"Restaurants",NA
"260",22,19698,"4","NO",10600,"Eyewear","NULL"
"261",22,19727,"4","NO",50100,"Fast Food",NA
"262",22,19744,"4","NO",40000,"Electronics and Gadgets",NA
"263",22,19744,"4","NO",40800,"Home Appliances",NA
"264",22,19777,"6","NO",100100,"Furniture and Decor","NULL"
"265",22,19778,"10","NO",100100,"Furniture and Decor",NA
"266",22,19779,"6","NO",10000,"Fashion","NULL"
"267",22,19780,"4","NO",30000,"Car and Bike Accessories","NULL"
"268",22,19839,"4","NO",100000,"Home and Living",NA
"269",22,19839,"4","NO",100400,"Kitchenware",NA
"270",22,19853,"6","NO",30000,"Car and Bike Accessories","NULL"
"271",22,19941,"6","NO",10000,"Fashion",NA
"272",22,19941,"6","NO",10100,"Mens Apparels",NA
"273",22,19941,"6","NO",10200,"Womens Apparels",NA
"274",22,19996,"4","NO",40000,"Electronics and Gadgets",NA
"275",22,19996,"4","NO",40500,"Mobiles and Tablets",NA
"276",22,20002,"4","NO",60000,"Entertainment",NA
"277",22,20002,"4","NO",60800,"Movies",NA
"278",22,20003,"2","NO",50000,"Food and Beverages",NA
"279",22,20003,"2","NO",50100,"Fast Food",NA
"280",22,20004,"6","NO",50000,"Food and Beverages",NA
"281",22,20004,"6","NO",50100,"Fast Food",NA
"282",22,20059,"2","NO",120000,"Online Recharge",NA
"283",22,20059,"2","NO",120100,"Mobile Recharge",NA
"284",22,20097,"2","YES",60100,"Sports","NULL"
"285",22,20097,"2","YES",150000,"Travel","NULL"
"286",22,20130,"10","NO",10000,"Fashion",NA
"287",22,20130,"10","NO",10700,"Footwear",NA
"288",22,20131,"8","YES",10000,"Fashion",NA
"289",22,20131,"8","YES",10300,"Watches",NA
"290",22,20133,"4","YES",10000,"Fashion",NA
"291",22,20133,"4","YES",10900,"Jewellery",NA
"292",22,20134,"16","NO",10000,"Fashion",NA
"293",22,20134,"16","NO",10600,"Eyewear",NA
"294",22,20135,"4","NO",10000,"Fashion",NA
"295",22,20135,"4","NO",10800,"Handbags and Wallets",NA
"296",22,20135,"4","NO",150000,"Travel",NA
"297",22,20135,"4","NO",150700,"Travel Accessories",NA
"298",22,20136,"4","NO",60700,"Board Games and Toys",NA
"299",22,20136,"4","NO",110000,"Kids and Toddlers",NA
"300",22,20186,"4","NO",40000,"Electronics and Gadgets",NA
"301",22,20186,"4","NO",40600,"Mobile Accessories",NA
"302",22,20188,"6","NO",100000,"Home and Living",NA
"303",22,20188,"6","NO",100100,"Furniture and Decor",NA
"304",22,20189,"4","YES",50000,"Food and Beverages",NA
"305",22,20189,"4","YES",50200,"Restaurants",NA
"306",22,20197,"6","NO",10000,"Fashion",NA
"307",22,20197,"6","NO",10700,"Footwear",NA
"308",22,20229,"4","NO",50000,"Food and Beverages",NA
"309",22,20229,"4","NO",50100,"Fast Food",NA
"310",22,20229,"4","NO",50200,"Restaurants",NA
"311",22,20248,"6","NO",80000,"Grocery",NA
"312",22,20291,"2","NO",100400,"Kitchenware","NULL"
"313",22,20306,"4","NO",100200,"Housekeeping","NULL"
"314",22,20309,"300","NO",10000,"Fashion","NULL"
"315",22,20309,"300","NO",10100,"Mens Apparels","NULL"
"316",22,20311,"4","YES",40000,"Electronics and Gadgets","NULL"
"317",22,20371,"6","NO",40000,"Electronics and Gadgets",NA
"318",22,20371,"6","NO",40800,"Home Appliances",NA
"319",22,20388,"4","NO",90000,"Health and Beauty",NA
"320",22,20388,"4","NO",90500,"Fitness",NA
"321",22,20463,"4","NO",100400,"Kitchenware","NULL"
"322",22,20480,"6","NO",110000,"Kids and Toddlers",NA
"323",22,20480,"6","NO",110300,"Baby Care",NA
"324",22,20487,"4","NO",100000,"Home and Living",NA
"325",22,20487,"4","NO",100100,"Furniture and Decor",NA
"326",22,20487,"4","NO",100400,"Kitchenware",NA
"327",22,20594,"4","NO",10000,"Fashion",NA
"328",22,20594,"4","NO",10200,"Womens Apparels",NA
"329",22,20596,"10","NO",10700,"Footwear",NA
"330",22,20597,"4","NO",40000,"Electronics and Gadgets","NULL"
"331",22,20597,"4","NO",40800,"Home Appliances","NULL"
"332",22,20602,"6","NO",110100,"Kids Fashion","NULL"
"333",22,20610,"12","NO",10600,"Eyewear",NA
"334",22,20612,"4","NO",10000,"Fashion","NULL"
"335",22,20612,"4","NO",10100,"Mens Apparels","NULL"
"336",22,20617,"4","NO",100000,"Home and Living",NA
"337",22,20617,"4","NO",100100,"Furniture and Decor",NA
"338",22,20662,"2","NO",40000,"Electronics and Gadgets",NA
"339",22,20662,"2","NO",40500,"Mobiles and Tablets",NA
"340",245,20673,"4","NO",80000,"Grocery","Grocery"
"341",245,20726,"2","NO",90000,"Health and Beauty",NA
"342",245,20726,"2","NO",90100,"Spas Saloons and Parlors",NA
"343",245,20730,"14","NO",10000,"Fashion","NULL"
"344",245,20730,"14","NO",10100,"Mens Apparels","NULL"
"345",245,20744,"2","YES",90000,"Health and Beauty",NA
"346",245,20744,"2","YES",90100,"Spas Saloons and Parlors",NA
"347",245,20774,"4","NO",40000,"Electronics and Gadgets",NA
"348",245,20774,"4","NO",40500,"Mobiles and Tablets",NA
"349",254,20864,"4","YES",10000,"Fashion",NA
"350",254,20864,"4","YES",40000,"Electronics and Gadgets",NA
"351",254,20864,"4","YES",40800,"Home Appliances",NA
"352",254,20864,"4","YES",60000,"Entertainment",NA
"353",289,21034,"8","NO",90100,"Spas Saloons and Parlors",NA
"354",289,21036,"2","YES",100000,"Home and Living","NULL"
"355",289,21036,"2","YES",100100,"Furniture and Decor","NULL"
"356",289,21105,"4","NO",90000,"Health and Beauty","NULL"
"357",289,21105,"4","NO",90100,"Spas Saloons and Parlors","NULL"
"358",3,21108,"28","NO",100100,"Furniture and Decor","NULL"
"359",3,21109,"30","NO",100000,"Home and Living","NULL"
