OfferID,LMDID,OfferTitle,OfferDesc,TnC1,TnC2,TnC3,TnC4,TnC5,GeneralOfferTnC,Online_Offline,OfferImgUrl1,OfferImgUrl2,OfferImgUrl3,OfferImpactIndex,OfferStartDate,OfferEndDate,CouponType,OfferType,OfferActiveFlag,OfferAddDate,CategoriesCSV,Bank
26489,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26490,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26491,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26492,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26493,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26494,,15% on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26495,,15% off on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26496,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26497,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26498,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26499,,15% on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26500,,15% on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26501,,15% on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26502,,15% on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26503,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26504,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26505,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26506,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26507,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26508,,15% on Food & Soft Beverages(Pre-Tax),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26509,,15% on Food & Soft Beverages(Pre-Tax),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26510,,15% on Food & Soft Beverages(Pre-Tax),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26511,,15% on Food & Soft Beverages(Pre-Tax),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26512,,15% on Food & Soft Beverages(Pre-Tax),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26513,,15% on Food & Soft Beverages(Pre-Tax),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26514,,15% on Food & Soft Beverages(Pre-Tax),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26515,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26516,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26517,,20% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26518,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26519,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26520,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26521,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26522,,20% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26523,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26524,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26525,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26526,,15% on Food Bill & 1 plus 1on IMFL Drinks,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26527,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26528,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26529,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26530,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26531,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26532,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26533,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26534,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26535,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26536,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26537,,20% on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26538,,20% on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26539,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26540,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26541,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26542,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26543,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26544,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26545,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26546,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26547,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26548,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26549,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26550,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26551,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26552,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26553,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26554,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26555,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26556,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26557,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26558,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26559,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26560,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26561,,15% on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26562,,15% off on Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
