OfferID,LMDID,OfferTitle,OfferDesc,TnC1,TnC2,TnC3,TnC4,TnC5,GeneralOfferTnC,Online_Offline,OfferImgUrl1,OfferImgUrl2,OfferImgUrl3,OfferImpactIndex,OfferStartDate,OfferEndDate,CouponType,OfferType,OfferActiveFlag,OfferAddDate,CategoriesCSV,Bank
11798,57135,Men s Round Neck Collection Starting At 430/-,,,,,,,Starting At Rs.430,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Mens Apparels",
11799,57134,Colourful Love Couple Pillow Cover for Just 714/-,,,,,,,Get it for just Rs.714,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor",
11801,57130,Register & Get Free Gift Voucher Worth Rs. 2000,,,,,,, Worth Rs.2000,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Sign-Up,Y,24-07-2015,Gift Items,
11802,70698,2 Pcs Combo Pack T-Shirts for Just Rs. 447/-,,,,,,,Get it for just Rs.447,Online,,,,NULL,24-08-2015,01-05-2016,Deal,Offer,Y,24-08-2015,"Fashion,Mens Apparels",
11803,70700,3 Pcs Combo Pack Men T-Shirts for 609/-,,,,,,,Get it for just Rs.609,Online,,,,NULL,24-08-2015,01-05-2016,Deal,Offer,Y,24-08-2015,"Fashion,Mens Apparels",
11804,70697,3 Pcs Combo Pack Women T-Shirts 561/-,,,,,,,Get it for just Rs.561,Online,,,,NULL,24-08-2015,01-05-2016,Deal,Offer,Y,24-08-2015,"Fashion,Womens Apparels",
11805,70696,2 Pcs Combo Pack Women T-Shirts for 429/-,,,,,,,Get it for just Rs.429,Online,,,,NULL,24-08-2015,01-05-2016,Deal,Offer,Y,24-08-2015,"Fashion,Womens Apparels",
11806,57142,"Up to  50% Discount On Sarees, Jewellery And More",,,,,,,"Valid on Sarees, Kurtas, Jewellery & More",Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Ethnic Wear,Jewellery",
11813,57178,Up to  25% Discount On Engineering Books,,,,,,,Valid on Engineering Books,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Training and Materials,
11814,57177,Up to  20% Discount On International Exam Preparation Books,,,,,,,Valid on International Exam Books,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Training and Materials,
11815,57179,5% Discount On LS2 Bike Helmets,,,,,,,Valid on LS2 Helmets At AceBiker,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,Car and Bike Accessories,
11816,57180,Up to  Rs.1150 Discount On Bike Helmets,,,,,,,Valid on Helmets,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Car and Bike Accessories,
11820,57196,Imagica Tickets for Rs. 999 On Happy Tuesdays,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Entertainment,Parks",
11821,57195,Save  Rs.500 With A Free A/C Bus To Imagica & Back,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Entertainment,Parks",
11822,57213,5% of On All Products,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor,Electronics and Gadgets",
11823,57221,Recharge Combo Voucher Rs.149,,,,,,,111 Local & STD Mobile Minutes per month for 90 Days. 500 SMS/Month for 90 days. 1GB for 30 Days,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Online Recharge,Mobile Recharge,Data Card Recharge,DTH Recharge",
11824,57220,Get Roaming & Local 10p Per Minute,,,,,,,Valid if you ,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Online Recharge,Mobile Recharge",
11825,57219,Get Full Talktime Free,,,,,,,Valid if you ,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Online Recharge,Mobile Recharge",
11826,57224,Best Offers - Valid on Flight Booking At AirIndia,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Travel,Domestic Flights",
11827,72381,Free Additional Baggage for Students,,,,,,,Student Offers.,Online,,,,NULL,22-09-2015,01-05-2016,Deal,Offer,Y,22-09-2015,"Travel,International Flights",
11828,72382,Upgrade To Business Class At Affordable Prices,,,,,,,Valid on Domestic Airport Upgrades,Online,,,,NULL,22-09-2015,01-05-2016,Deal,Offer,Y,22-09-2015,"Travel,Domestic Flights",
11829,57247,22% Discount On Mythology Collection,,,,,,,Valid on Mythology Mega Collection: 84 Titles (English),Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Entertainment,CDs Books and Magazine",
11830,57238,5 In 1 Books Starting 250/-,,,,,,,Starting At Rs.250,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Entertainment,CDs Books and Magazine",
11832,10364,Up to 50% Off On Speakers,,,,,,,"Valid on JBL, Creative, Sony and more.",Online,,,,NULL,01-10-2015,14-04-2016,Deal,Discount,Y,0000-00-00,"Electronics and Gadgets,Computer Accessories",
11833,10359,40% OFF On Music Players And Accessories,,,,,,,"Valid on a wide range of iPods, Speakers and Headphones.",Online,,,,NULL,01-01-2001,14-04-2016,Deal,Discount,Y,0000-00-00,"Electronics and Gadgets,Mobile Accessories",
11834,10351,Up to 50% Off On Routers,,,,,,,"Get up to 50% off on Routers by D-Link, Netgear and more.",Online,,,,NULL,01-01-2001,14-04-2016,Deal,Discount,Y,0000-00-00,"Electronics and Gadgets,Computer Accessories",
11835,10471,Save Big On Sports Equipment With Amazon,,,,,,,Find the best deals on Sports and Fitness equipment.,Online,,,,NULL,01-01-2001,14-04-2016,Deal,Offer,Y,0000-00-00,"Health and Beauty,Fitness",
11836,17564,25% Off Or More On Personal Care Appliances,,,,,,,Get 25% off or more on Personal Care Appliances.,Online,,,,NULL,01-01-2001,14-04-2016,Deal,Discount,Y,0000-00-00,"Electronics and Gadgets,Personal Care Appliances",
11837,17561,35% Off Or More On Kitchen Appliances,,,,,,,Get 35% off or more on Kitchen Appliances.,Online,,,,NULL,01-01-2001,14-04-2016,Deal,Discount,Y,0000-00-00,"Home and Living,Kitchenware",
11838,17560,30% Off On Diapers - Get flat 30% off on Diapers.,,,,,,,,Online,,,,NULL,01-01-2001,14-04-2016,Deal,Discount,Y,0000-00-00,"Kids and Toddlers,Baby Care",
11839,24260,50% Off On Best-Selling Movies,,,,,,,Get up to 50% off on Best-selling Movies at India's largest DVD and Blu-ray store.,Online,,,,NULL,01-01-2001,14-04-2016,Deal,Discount,Y,0000-00-00,"Entertainment,Movies",
11840,35239,30% Off On Televisions,,,,,,,"Samsung, LG, Philips and more - Get up to 30% off on a wide range of TVs.",Online,,,,NULL,03-03-2015,14-04-2016,Deal,Discount,Y,03-03-2015,"Electronics and Gadgets,Home Appliances",
11841,38633,Ihave Power Bank - Amazon Exclusive,,,,,,,The ihave Power Bank - available only at Amazon.in.,Online,,,,NULL,29-03-2015,14-04-2016,Deal,Offer,Y,29-03-2015,"Electronics and Gadgets,Mobile Accessories",
11842,38635,JBL Sports Headphones - Amazon Exclusive,,,,,,,The JBL Sports range of headphones is now available exclusively at Amazon.in.,Online,,,,NULL,29-03-2015,14-04-2016,Deal,Offer,Y,29-03-2015,"Electronics and Gadgets,Mobile Accessories",
11843,38848,Kenstar Air Conditioners - Amazon Exclusive,,,,,,,"This summer, find the best offers on Kenstar Air Conditioners exclusively at Amazon.in.",Online,,,,NULL,04-04-2015,14-04-2016,Deal,Offer,Y,04-04-2015,"Electronics and Gadgets,Home Appliances",
11844,38847,"30% Off On Laptops - 30% off on Laptops by Lenovo, Asus, Apple and Toshiba.",,,,,,,,Online,,,,NULL,04-04-2015,14-04-2016,Deal,Discount,Y,04-04-2015,"Electronics and Gadgets,Computers and Laptops",
11845,40582,Mi Store Launch On Amazon,,,,,,,"The bestselling REDMI 2, MI 4, and REDMI NOTE 4G - now available at Amazon.in",Online,,,,NULL,04-05-2015,14-04-2016,Deal,Offer,Y,04-05-2015,Electronics and Gadgets,
11846,40583,Styling Tools - 20% Off,,,,,,,"Shavers, Epilators & more!",Online,,,,NULL,04-05-2015,14-04-2016,Deal,Discount,Y,04-05-2015,"Electronics and Gadgets,Personal Care Appliances,Health and Beauty,Mens Grooming",
11847,40581,Scion of Ikshvaku - Amazon Exclusive,,,,,,,Pre-order the latest book by bestselling author Amish Tripathi and get 25% off!,Online,,,,NULL,04-05-2015,14-04-2016,Deal,Discount,Y,04-05-2015,"Entertainment,CDs Books and Magazine",
11848,10468,Up to 50% Off On Power-Banks,,,,,,,"Get up to 50% off on Power-Banks from brands such as Eveready, Sony, Nokia and more.",Online,,,,NULL,01-01-2001,14-04-2016,Deal,Discount,Y,0000-00-00,"Electronics and Gadgets,Mobile Accessories",
11849,21638,"Tablets Under Rs.10,000",,,,,,,"Tablets under Rs.10,000.",Online,,,,NULL,01-01-2001,14-04-2016,Deal,Offer,Y,0000-00-00,"Electronics and Gadgets,Mobiles and Tablets",
11850,40580,Up to 40% Off On Smartphones,,,,,,,"Get up to 40% off on iPhone, Lumia, HTC and more!",Online,,,,NULL,04-05-2015,14-04-2016,Deal,Discount,Y,04-05-2015,"Electronics and Gadgets,Mobiles and Tablets",
11890,57437,Holiday Packages Trip To Ooty,,,,,,,"Starting At Rs.9,699",Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Travel,Holidays",
11891,57436,Honeymoon & Romance Trip To Gangtok,,,,,,,"Starting At Rs.11,899",Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Travel,Holidays",
11892,57439,Up to  60% Discount On Decorative Items,,,,,,,"Valid on Bracelets, Kitchenware & Other Products",Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Jewellery,Home and Living,Kitchenware",
11895,57477,Up to  50% Discount On Salwar Suits,,,,,,,Valid on Salwar Suits,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
11897,57480,Finest Cotton Bedsheets From Atmosphere,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor",
11898,57479,"Duvet Cover Sets Starting Rs. 10,500",,,,,,,Rs.10.500 only,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor",
11902,71625,Wide Range of Baby Products,,,,,,,Valid on products listed at landing page.,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Offer,Y,18-09-2015,"Kids and Toddlers,Kids Fashion,Baby Care,Baby Gears",
11925,69482,29% Discount On Designer Jewellery,,,,,,,Valid on Designer Jewellery By Cara,Online,,,,NULL,13-08-2015,01-05-2016,Deal,Discount,Y,13-08-2015,"Fashion,Jewellery",
11926,69483,Up to 40% Discount On Fashion Jewellery,,,,,,,Valid on Fashion Jewellery By Voylla,Online,,,,NULL,13-08-2015,01-05-2016,Deal,Discount,Y,13-08-2015,"Fashion,Jewellery",
11927,69481,Minimum 70% Discount On Select Items ,,,,,,,Mega Sale. Valid on all products,Online,,,,NULL,13-08-2015,01-05-2016,Deal,Discount,Y,13-08-2015,"Fashion,Electronics and Gadgets,Entertainment",
11928,57593,20% Discount On Men's Trousers,,,,,,,Valid on Men's Trousers,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Mens Apparels",
11929,57590,10% Discount On Men's Shirts,,,,,,,Valid on Men's Shirts,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Mens Apparels",
11938,57605,Up to 50% Discount On Women's Footwear,,,,,,,Valid on Women Chappals,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Footwear",
11940,71471,50% Discount On Marie Claire Sandals,,,,,,,Valid on Marie Claire Sandals,Online,,,,NULL,02-09-2015,01-05-2016,Deal,Discount,Y,02-09-2015,"Fashion,Footwear",
11942,72389,Men's Formal Shoes Starting 999,,,,,,,Starting At Rs.999,Online,,,,NULL,22-09-2015,01-05-2016,Deal,Offer,Y,22-09-2015,"Fashion,Footwear",
11943,72387,Kids Footwear Starting 174,,,,,,,Starting At Rs.174,Online,,,,NULL,22-09-2015,01-05-2016,Deal,Offer,Y,22-09-2015,"Kids and Toddlers,Kids Fashion",
11966,57676,Women's Shirts Starting at Rs. 450,,,,,,,Starting At Rs.450,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Womens Apparels",
11967,71245,Women T-Shirts Starting at Rs. 550,,,,,,,Starting At Rs.550,Online,,,,NULL,29-08-2015,01-05-2016,Deal,Offer,Y,29-08-2015,"Fashion,Womens Apparels",
11968,57681,15% Discount On All Products,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
11970,71649,40% Discount On Wedding Sherwani,,,,,,,Valid on Western & Wedding Sherwani,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Discount,Y,18-09-2015,"Fashion,Mens Apparels,Womens Apparels,Ethnic Wear",
11971,57689,Up to  23% Discount On Mobiles,,,,,,,Valid on Mobiles And Get Accessories Free,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Electronics and Gadgets,Mobile Accessories",
12003,57804,Bouquets Starting At 499,,,,,,,Starting At Rs.499,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Gift Items,
12005,57800,"Flowers, Cakes And Gifts Starting At 399",,,,,,,Starting At Rs.399,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12010,57805,Up to  34% Discount On Books,,,,,,,Valid on Award Winning Book Titles,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Entertainment,CDs Books and Magazine",
12011,70563,Up to  30% Discount On Narendra Modi Books,,,,,,,Valid on Narendra Modi Best Books,Online,,,,NULL,21-08-2015,01-05-2016,Deal,Discount,Y,21-08-2015,"Entertainment,CDs Books and Magazine",
12012,71412,Selected Award Winning Books Below Rs.500,,,,,,,Valid on selected Award Winning Books,Online,,,,NULL,01-09-2015,01-05-2016,Deal,Offer,Y,01-09-2015,"Entertainment,CDs Books and Magazine",
12015,57812,Flight Tickets At Lowest Fares,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Travel,Domestic Flights,International Flights,Bus Bookings,Hotels,Cabs",
12017,57827,Wooden Handicraft Starting 235,,,,,,,Starting At Rs.235,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor",
12018,57825,Wooden Kundan Handicraft Items Starting @ Rs.320,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Furniture and Decor",
12019,57824,Return Gifts Starting Rs. 175,,,,,,,Starting At Rs.175,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12027,70992,Combo of Burger + Fiery Rings + Pepsi for Just 150/-,,,,,,,Get it for just Rs. 150,Online,,,,NULL,26-08-2015,01-05-2016,Code,Coupon,Y,26-08-2015,"Food and Beverages,Fast Food",
12028,70994,Burger Deals Starting Rs. 25,,,,,,,Starting At Rs.25,Online,,,,NULL,26-08-2015,01-05-2016,Deal,Offer,Y,26-08-2015,"Food and Beverages,Fast Food",
12029,70993,Buy 1 Get 1 Free - Valid on Xtra Long Chicken,,,,,,,,Online,,,,NULL,26-08-2015,01-05-2016,Code,Coupon,Y,26-08-2015,"Food and Beverages,Fast Food",
12033,57886,Rs.200 Discount On Cabs/Taxi,,,,,,,Valid on Cabs Or Taxi,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Travel,Cabs",
12034,57896,Up to  80% Discount On Perfumes (Men),,,,,,,Valid on Perfumes For Men,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Health and Beauty,Mens Grooming",
12036,57904,10% Discount On DSLR Camera,,,,,,,Valid on DSLR Cameras In India,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Electronics and Gadgets,Cameras",
12040,57957,Up to 30% Discount On Men's Gold Pendants,,,,,,,Valid on Mens Gold Pendants,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Jewellery",
12049,57940,20% Offer - Valid on All Diamond And Gemstone Jewellery,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Jewellery",
12051,68843,Rs.1500 Discount Above Rs. 20000,,,,,,,Valid on Any Orders Above Rs.20000,Online,,,,NULL,08-08-2015,01-05-2016,Code,Coupon,Y,08-08-2015,"Fashion,Jewellery",
12056,70566,Now 15% Discount On Sarees,,,,,,,Valid on Stylish Sarees,Online,,,,NULL,21-08-2015,01-05-2016,Deal,Discount,Y,21-08-2015,"Fashion,Ethnic Wear,Womens Apparels",
12057,70825,Free Shipping On Select Products,,,,,,,Valid on products listed at landing page.,Online,,,,NULL,25-08-2015,01-05-2016,Deal,Offer,Y,25-08-2015,"Fashion,Ethnic Wear,Womens Apparels",
12059,71662,Up to  30% Discount On Ethnic Wear,,,,,,,Valid on Ethnic Wears,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Discount,Y,18-09-2015,"Fashion,Ethnic Wear,Womens Apparels",
12060,71663,Up to  50% Discount On Apparels,,,,,,,Valid on Cloths And Fashion,Online,,,,NULL,18-09-2015,01-05-2016,Deal,Discount,Y,18-09-2015,"Fashion,Ethnic Wear,Womens Apparels",
12061,57974,Signup And Get 10% Discount,,,,,,,Valid on Orders Of Rs.299 & More,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Coupon,Y,24-07-2015,"Home and Living,Kitchenware",
12062,57972,15% Discount On Kitchen Appliances,,,,,,,Valid on Kitchen Appliances,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Coupon,Y,24-07-2015,"Electronics and Gadgets,Home Appliances,Home and Living,Kitchenware",
12063,68132,Buy Cello Picnic Ice Packs & Get Up to  5% Off,,,,,,,Valid for limited period only.,Online,,,,NULL,04-08-2015,01-05-2016,Deal,BOGO,Y,04-08-2015,"Home and Living,Kitchenware",
12064,57985,Up to  20% Discount On T-Shirts,,,,,,,Valid on Funny T-shirts,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Mens Apparels,Womens Apparels",
12065,57983,10% Discount On T-Shirts,,,,,,,Valid on Slogan T- shirts,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Mens Apparels,Womens Apparels",
12067,57981,Up to  25% Discount On Hoodies And Sweatshirts,,,,,,,Valid on Hoodie And Sweatshirts,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Mens Apparels,Womens Apparels",
12068,68133,Buy 4 Tyre And Get IPhone Free,,,,,,,Valid for limited period only.,Online,,,,NULL,04-08-2015,01-05-2016,Deal,BOGO,Y,04-08-2015,Car and Bike Accessories,
12069,57990,6% Discount On Watches,,,,,,,Valid on Watches,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Watches",
12071,57988,50% Discount On Hina Khan Collection,,,,,,,Valid on Hina Khan Collection,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
12072,57987,Up to  67% Discount On Chanderi Silk Suits,,,,,,,Valid on Chanderi Silk Suits,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
12073,58000,Up to 55% Discount On Anarkali Suits,,,,,,,Valid on Designer Anarkali Suits,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
12074,57999,Up to 50% Discount On Quilts ,,,,,,,Valid on Quilts,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Home and Living,Furniture and Decor",
12075,57994,Up to 60% Discount On Designer Shirts,,,,,,,Valid on Designer Shirts,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Mens Apparels",
12076,57993,31% Discount On Belts,,,,,,,Valid on Belts for Teenager,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Fashion Accessories",
12077,57992,Up to 10% Discount On Health Care Products,,,,,,,Valid on Health Care Products,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Health and Beauty,Nutrition,Fitness",
12078,57991,Up to 32% Discount On Trousers And Jeans,,,,,,,Valid on Trousers And Jeans,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Mens Apparels",
12097,58014,Designer Sarees - Starting At Rs.650,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
12099,58012,Up to  20% Discount On Women's Apparels,,,,,,,Valid on Women Apparels,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Womens Apparels",
12100,58023,Belgian Chocolates - Starting At Rs.549,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12101,58022,Up to  10% Discount On Dry Fruit Hampers,,,,,,,Valid on Dry Fruit Hampers,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Gift Items,
12102,58021,10% Discount On Dry Fruits ,,,,,,,Valid on Dried Fruits,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Gift Items,
12103,58056,Designer Crockery  - Starting At Rs.195,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Home and Living,Kitchenware",
12110,58045,Best Selling Products Starting,,,,,,,Rs.125 only,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Home and Living",
12111,58044,Register And Get Rs.250 Off,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Sign-Up,Y,24-07-2015,"Fashion,Home and Living",
12112,58043,Laptop Bags Tablets Sleeves,,,,,,,Starting At Rs.795,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Electronics and Gadgets,Computer Accessories,Travel,Travel Accessories",
12115,62002,All Sofas & Arm Chairs,,,,,,,Starting At Rs.19995,Online,,,,NULL,28-07-2015,01-05-2016,Deal,Offer,Y,28-07-2015,"Home and Living,Furniture and Decor",
12119,58053,Phone Cases - Starting At Rs.695,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Electronics and Gadgets,Mobile Accessories",
12126,58069,Additional 15% Discount On 3-Pairs Shoes,,,,,,,Valid on 3 Pairs,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Footwear",
12134,58110,Up to  40% Discount On Women's Westerwear,,,,,,,Valid on Women Westernwear,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Fashion,Womens Apparels",
12135,58109,Up to  50% Discount On Perfumes,,,,,,,Valid on Perfumes,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Health and Beauty,Makeup Products",
12137,58114,Home Made & Imported Chocolates,,,,,,,Starting At Rs.250,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,Gift Items,
12138,58113,Flowers Offer - Starting At Rs.175,,,,,,,,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Gift Items,
12142,58152,Up to 25% Discount On Business Books,,,,,,,Valid on Business Books,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Entertainment,CDs Books and Magazine",
12143,58153,20% Discount On Devdutta Patnaik Books,,,,,,,Valid on Devdutta Pattanaik Books,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Entertainment,CDs Books and Magazine",
12145,69248,Fresh Arrivals Starting,,,,,,,Rs.125 only,Online,,,,NULL,12-08-2015,01-05-2016,Deal,Offer,Y,12-08-2015,"Fashion,Electronics and Gadgets",
12148,58173,Women Combo of Suits And Sarees,,,,,,,Starting At Rs.639,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Fashion,Ethnic Wear,Womens Apparels",
12149,71084,Real Wood IPhone 6 Case,,,,,,,Get it for just Rs.1599,Online,,,,NULL,27-08-2015,01-05-2016,Deal,Offer,Y,27-08-2015,"Electronics and Gadgets,Mobile Accessories",
12151,71085,Elo Marc IPhone 6 Case,,,,,,,Get it for just Rs.1185,Online,,,,NULL,27-08-2015,01-05-2016,Deal,Offer,Y,27-08-2015,"Electronics and Gadgets,Mobile Accessories",
12152,58193,22% Discount On Holiday (Manali),,,,,,,Valid on Romantic Holiday In Manali,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Travel,Holidays",
12153,58195,"Pind Baluchi - Model Town, Delhi - Rs. 449++/499++ for Veg & Non Veg Lunch Buffet",,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Food and Beverages,Fast Food,Restaurants",
12154,58194,40% Discount On Sail Boat Ride,,,,,,,Valid on Sail Boat Ride & Pay Only Rs.3000 For 5 Persons,Online,,,,NULL,24-07-2015,01-05-2016,Code,Coupon,Y,24-07-2015,"Home and Living,Furniture and Decor,Health and Beauty",
12155,58233,Online Food In Best Prices,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Food and Beverages,Fast Food",
12156,58232,Order Online And Get Free Home Delivery,,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Food and Beverages,Fast Food",
12157,58234,"Dell Inspiron 15z Ultrabook Only Rs.79,990",,,,,,,Valid for limited period only.,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Offer,Y,24-07-2015,"Electronics and Gadgets,Computers and Laptops",
12159,58238,Up to  20% Discount On Gadgets,,,,,,,Valid on Gadgets,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,Electronics and Gadgets,
12166,70826,10% Discount On Designer Products,,,,,,,Valid on Lifestyle & Designer Products,Online,,,,NULL,25-08-2015,01-05-2016,Deal,Discount,Y,25-08-2015,"Fashion,Ethnic Wear,Mens Apparels,Womens Apparels",
12169,58258,Up to  29% Discount On Republic Day Decorations,,,,,,,Valid on Republic Day Decoration Ideas,Online,,,,NULL,24-07-2015,01-05-2016,Deal,Discount,Y,24-07-2015,"Home and Living,Furniture and Decor",
